Fecha;Paí;Marca;Cliente; Ingresos ; Gastos 
9/12/2022;Per�;NexTec;Sector públic; $383,877.98 ; $379,293.60 
9/12/2022;Argentina;NexTec;Pequeñas y medianas empresa; $25,004.13 ; $13,717.40 
10/12/2022;Méxic;Innovatech;Sector públic; $252,925.54 ; $213,101.20 
11/12/2022;Per�;NexTec;Instituciones educativas; $30,850.45 ; $21,853.68 
11/12/2022;Per�;NexTec;Sector públic; $464,877.84 ; $378,908.40 
13/12/2022;Méxic;OmegaTech;Pequeñas y medianas empresa; $299,381.10 ; $265,092.50 
13/12/2022;Argentina;Innovatech;Pequeñas y medianas empresa; $332,310.00 ; $294,250.00 
13/12/2022;Argentina;Cybernova;Pequeñas y medianas empresa; $377,625.00 ; $334,375.00 
14/12/2022;Chile;NexTec;Sector públic; $9,778.50 ; $6,580.50 
14/12/2022;Uruguay;NeuroNet;Sector públic; $572,428.74 ; $490,565.04 
16/12/2022;Uruguay;Innovatech;Instituciones educativas; $976,722.89 ; $901,428.35 
16/12/2022;Per�;OmegaTech;Instituciones educativas; $42,321.79 ; $36,000.89 
16/12/2022;Uruguay;Cybernova;Consumidores finales; $194,984.45 ; $183,997.20 
16/12/2022;Chile;NexTec;Consumidores finales; $83,112.48 ; $55,931.04 
16/12/2022;Chile;Cybernova;Sector públic; $6,575.19 ; $5,512.64 
16/12/2022;Chile;NexTec;Sector públic; $94,999.51 ; $82,668.74 
16/12/2022;Chile;Cybernova;Pequeñas y medianas empresa; $247,076.46 ; $233,527.50 
17/12/2022;Uruguay;NeuroNet;Pequeñas y medianas empresa; $56,813.22 ; $43,889.69 
18/12/2022;Per�;OmegaTech;Instituciones educativas; $208,268.12 ; $177,469.34 
19/12/2022;Méxic;NeuroNet;Consumidores finales; $24,468.83 ; $16,466.44 
19/12/2022;Argentina;Cybernova;Sector públic; $44,414.42 ; $33,625.07 
20/12/2022;Per�;NeuroNet;Consumidores finales; $453,036.71 ; $400,507.85 
20/12/2022;Chile;Cybernova;Sector públic; $645,011.70 ; $509,128.26 
20/12/2022;Méxic;NeuroNet;Pequeñas y medianas empresa; $538,513.92 ; $462,240.00 
21/12/2022;Méxic;Innovatech;Sector públic; $36,820.27 ; $25,284.10 
21/12/2022;Argentina;Cybernova;Grandes clientes; $31,009.77 ; $23,186.90 
22/12/2022;Per�;NeuroNet;Sector públic; $66,690.96 ; $57,245.00 
23/12/2022;Per�;NeuroNet;Sector públic; $927,812.32 ; $886,898.93 
23/12/2022;Argentina;NexTec;Pequeñas y medianas empresa; $19,167.20 ; $13,820.01 
24/12/2022;Argentina;Cybernova;Instituciones educativas; $56,049.62 ; $29,778.10 
25/12/2022;Per�;Cybernova;Consumidores finales; $2,136,946.64 ; $1,780,468.87 
25/12/2022;Uruguay;Cybernova;Sector públic; $4,628.30 ; $3,627.30 
25/12/2022;Uruguay;NeuroNet;Pequeñas y medianas empresa; $16,142.95 ; $12,470.85 
26/12/2022;Per�;Innovatech;Sector públic; $19,652.40 ; $14,878.35 
28/12/2022;Méxic;Cybernova;Sector públic; $4,017.93 ; $3,049.50 
28/12/2022;Per�;OmegaTech;Sector públic; $93,050.72 ; $47,922.73 
28/12/2022;Argentina;Innovatech;Pequeñas y medianas empresa; $2,806,666.72 ; $2,312,771.19 
29/12/2022;Méxic;NexTec;Sector públic; $125,051.97 ; $110,552.40 
30/12/2022;Méxic;Cybernova;Instituciones educativas; $34,114.74 ; $18,124.52 
30/12/2022;Argentina;OmegaTech;Grandes clientes; $73,566.12 ; $71,957.50 
31/12/2022;Chile;OmegaTech;Instituciones educativas; $913,280.71 ; $599,521.00 
